Protein.Group,Protein.Ids,Protein.Names,Genes,Peptides,First.Protein.Description,EctoNanogAbk1,EctoNanogAbk2,EctoNanogAbk3,EctoNanogBock1,EctoNanogBock2,EctoNanogBock3,ESCNanogAbk1,ESCNanogAbk2,ESCNanogAbk3,ESCNanogBock1,ESCNanogBock2,ESCNanogBock3
Q9NQX7;Q9NQX7-2;Q9NQX7-3,B8ZZM6;C9JG41;E7EUS6;F5H4I5;Q9NQX7-2;Q9NQX7-3;Q9NQX7,ITM2C-2_HUMAN;ITM2C-3_HUMAN;ITM2C_HUMAN,ITM2C,2,Integral membrane protein 2C,106423,207747,89862.2,,,,,71369.5,120657,,,
Q9NQZ2,Q9NQZ2,SAS10_HUMAN,UTP3,1,Something about silencing protein 10,,175629,144029,,,,,,,,,
Q9NR12;Q9NR12-2,Q9NR12-2;Q9NR12,PDLI7-2_HUMAN;PDLI7_HUMAN,PDLIM7,1,PDZ and LIM domain protein 7,,,,,,,91304,,,,,
Q9NR19;Q9NR19-2,Q9NR19-2;Q9NR19,ACSA-2_HUMAN;ACSA_HUMAN,ACSS2,1,"Acetyl-coenzyme A synthetase, cytoplasmic",,,,,,,136092,83309.1,138609,,,
Q9NR23,Q9NR23,GDF3_HUMAN,GDF3,1,Growth/differentiation factor 3,,,,,,,,,,,,
Q9NR28;Q9NR28-2,A0A2U3TZH2;H7BZK7;Q9NR28-2;Q9NR28,DBLOH-2_HUMAN;DBLOH_HUMAN,DIABLO,4,"Diablo homolog, mitochondrial",305096,296929,,,,,112598,,145111,,,
Q9NR30,Q9NR30-2;Q9NR30,DDX21_HUMAN,DDX21,30,Nucleolar RNA helicase 2,1294400,1450930,1373660,1434450,1156760,997717,1364260,1511800,1266050,1538500,853578,1547270
Q9NR31,H0Y5E8;Q9H029;Q9NR31-2;Q9NR31;Q9Y6B6,SAR1A_HUMAN,SAR1A,3,GTP-binding protein SAR1a,49741.1,,,,,,96308.1,,187114,,,
Q9NR56;Q9NR56-2;Q9NR56-3;Q9NR56-4;Q9NR56-5;Q9NR56-6;Q9NR56-7,A0A0A0MQX8;C9JP00;Q9NR56-2;Q9NR56-3;Q9NR56-4;Q9NR56-5;Q9NR56-6;Q9NR56-7;Q9NR56,MBNL1-2_HUMAN;MBNL1-3_HUMAN;MBNL1-4_HUMAN;MBNL1-5_HUMAN;MBNL1-6_HUMAN;MBNL1-7_HUMAN;MBNL1_HUMAN,MBNL1,1,Muscleblind-like protein 1,3446390,3513300,4034130,5577440,7483810,7023060,2376140,2243060,1654940,4251690,3581360,2232600
Q9NRF8,Q9NRF8,PYRG2_HUMAN,CTPS2,6,CTP synthase 2,120853,,67615.6,,,,124882,61642.1,116468,,,
Q9NRG9,F8VZ44;H3BU82;Q9NRG9,AAAS_HUMAN,AAAS,5,Aladin,,,,,,,,,,,,
Q9NRL2;Q9NRL2-2,Q9NRL2-2;Q9NRL2,BAZ1A-2_HUMAN;BAZ1A_HUMAN,BAZ1A,1,Bromodomain adjacent to zinc finger domain protein 1A,,470992,468013,560667,474230,,,,473462,607700,,464349
Q9NRP0,A0A087WUD3;Q9NRP0-2;Q9NRP0,OSTC_HUMAN,OSTC,2,Oligosaccharyltransferase complex subunit OSTC,,,162278,,,,143375,,121401,,,
Q9NRP2,Q9NRP2,COXM2_HUMAN,CMC2,3,COX assembly mitochondrial protein 2 homolog,183384,,,,,,,,,,,
Q9NRW7,A0A087WU65;A0A1B0GXI6;A0A2R8YD95;A0A2R8YE10;A0A2R8YF01;Q9NRW7-2;Q9NRW7,VPS45_HUMAN,VPS45,3,Vacuolar protein sorting-associated protein 45,,,,,,,,,,,,
Q9NRX1,F8WBJ6;Q9NRX1,PNO1_HUMAN,PNO1,2,RNA-binding protein PNO1,,,,,,,,88820,,,,
Q9NRX2,E9PKV2;Q9NRX2,RM17_HUMAN,MRPL17,7,"39S ribosomal protein L17, mitochondrial",283846,301750,229581,,,,191875,171957,171239,,,
Q9NRZ9;Q9NRZ9-2;Q9NRZ9-3;Q9NRZ9-5;Q9NRZ9-6,A0A087WSW7;A0A0B4J1V9;F6XU50;Q9NRZ9-2;Q9NRZ9-3;Q9NRZ9-5;Q9NRZ9-6;Q9NW36;Q9NRZ9,HELLS-2_HUMAN;HELLS-3_HUMAN;HELLS-5_HUMAN;HELLS-6_HUMAN;HELLS_HUMAN,HELLS,1,Lymphoid-specific helicase,,,,,,,,,,,,
Q9NS69,Q9NS69,TOM22_HUMAN,TOMM22,5,Mitochondrial import receptor subunit TOM22 homolog,166089,106145,,,,,89093.6,132283,127774,,,
Q9NS87;Q9NS87-2;Q9NS87-3;Q9NS87-4,C9JKA9;Q9NS87-2;Q9NS87-3;Q9NS87-4;Q9NS87,KIF15-2_HUMAN;KIF15-3_HUMAN;KIF15-4_HUMAN;KIF15_HUMAN,KIF15,1,Kinesin-like protein KIF15,212288,,,,137477,,,,,,,
Q9NSB2,Q9NSB2,KRT84_HUMAN,KRT84,37,"Keratin, type II cuticular Hb4",,,,,,,4482870,649001,3699640,,,
Q9NSB4,Q9NSB4,KRT82_HUMAN,KRT82,12,"Keratin, type II cuticular Hb2",,1812410,156490,1141100,406003,,248488000,395253,180112000,,,1612930
Q9NSD9,Q9NSD9-2;Q9NSD9,SYFB_HUMAN,FARSB,8,Phenylalanine--tRNA ligase beta subunit,94976.9,,,,,,195695,147657,206961,,,
Q9NSE4,Q9NSE4,SYIM_HUMAN,IARS2,7,"Isoleucine--tRNA ligase, mitochondrial",105546,,147475,,,,,,81508.3,,,
Q9NSI2;Q9NSI2-2,Q9NSI2-2;Q9NSI2,F207A-2_HUMAN;F207A_HUMAN,FAM207A,3,Protein FAM207A,139489,83954.2,103552,,,,97119.2,62270.3,58586.7,,,
Q9NTI2,F8VRS1;Q9NTI2-1;Q9NTI2-3;Q9NTI2,AT8A2_HUMAN,ATP8A2,1,Phospholipid-transporting ATPase IB,2574520,2981570,,564040,638207,561619,736068,750044,768544,823294,705839,879725
Q9NTI5;Q9NTI5-2,Q9NTI5-2;Q9NTI5,PDS5B-2_HUMAN;PDS5B_HUMAN,PDS5B,10,Sister chromatid cohesion protein PDS5 homolog B,168290,156649,117877,456890,125089,,,47007.2,85982.5,,,
Q9NTJ3;Q9NTJ3-2,E9PD53;Q9NTJ3-2;Q9NTJ3,SMC4-2_HUMAN;SMC4_HUMAN,SMC4,2,Structural maintenance of chromosomes protein 4,,228141,,,,,,355982,,,,
Q9NTJ5,C9JV50;E9PGZ4;Q9NTJ5-2;Q9NTJ5,SAC1_HUMAN,SACM1L,4,Phosphatidylinositide phosphatase SAC1,,,,,,,,,132880,,,
Q9NTK5,J3KQ32;Q9NTK5-2;Q9NTK5,OLA1_HUMAN,OLA1,6,Obg-like ATPase 1,194202,269352,313057,,,,518320,704130,590372,,,
Q9NTU7,Q9NTU7,CBLN4_HUMAN,CBLN4,2,Cerebellin-4,,,,,787026,557437,,,,,,
Q9NTX5;Q9NTX5-2;Q9NTX5-3;Q9NTX5-6,E9PJS8;E9PLY6;E9PPG7;E9PRU6;F2Z2D6;H0Y525;H0Y5L2;J3KP84;Q9NTX5-2;Q9NTX5-3;Q9NTX5-4;Q9NTX5-5;Q9NTX5-6;Q9NTX5,ECHD1-2_HUMAN;ECHD1-3_HUMAN;ECHD1-6_HUMAN;ECHD1_HUMAN,ECHDC1,1,Ethylmalonyl-CoA decarboxylase,,,,,,,,,,,,
Q9NTZ6,Q9NTZ6,RBM12_HUMAN,RBM12,7,RNA-binding protein 12,,,,,,,171232,161700,160291,,,
Q9NU22,Q9NU22,MDN1_HUMAN,MDN1,15,Midasin,,,,,,,,60055.4,,,,
Q9NUD5,Q9NUD5-2;Q9NUD5,ZCHC3_HUMAN,ZCCHC3,2,Zinc finger CCHC domain-containing protein 3,,,,,,,,,,,,
Q9NUL3;Q9NUL3-2;Q9NUL3-3;Q9NUL3-6;Q9NUL3-7;Q9NUL3-8,A0A0A0MTC4;A0A0A0MTC6;A0A0A0MTD1;E5RFK1;E5RJN7;E7EPX0;E7EVI1;E7EVJ4;E9PH62;F8VPI7;Q9NUL3-2;Q9NUL3-3;Q9NUL3-6;Q9NUL3-7;Q9NUL3-8;Q9NUL3,STAU2-2_HUMAN;STAU2-3_HUMAN;STAU2-6_HUMAN;STAU2-7_HUMAN;STAU2-8_HUMAN;STAU2_HUMAN,STAU2,1,Double-stranded RNA-binding protein Staufen homolog 2,,,,,,,,,,,,
Q9NUL7,Q9NUL7,DDX28_HUMAN,DDX28,1,Probable ATP-dependent RNA helicase DDX28,,,,,,,,,,,,
Q9NUP9,G3V1D4;Q9NUP9,LIN7C_HUMAN,LIN7C,5,Protein lin-7 homolog C,,181908,220296,,,,209703,204455,226674,,,
Q9NUQ3,Q9NUQ3-2;Q9NUQ3,TXLNG_HUMAN,TXLNG,3,Gamma-taxilin,,,,,,,81809.5,,39009.6,,,
Q9NUQ6;Q9NUQ6-2;Q9NUQ6-3;Q9NUQ6-4,B8ZZZ7;Q9NUQ6-2;Q9NUQ6-3;Q9NUQ6-4;Q9NUQ6,SPS2L-2_HUMAN;SPS2L-3_HUMAN;SPS2L-4_HUMAN;SPS2L_HUMAN,SPATS2L,1,SPATS2-like protein,,,41245.6,,,,,79214.1,,,,
Q9NUQ8;Q9NUQ8-2,Q9NUQ8-2;Q9NUQ8,ABCF3-2_HUMAN;ABCF3_HUMAN,ABCF3,1,ATP-binding cassette sub-family F member 3,,,,,,,,,25453.6,,,
Q9NUQ9,A0A087X178;A0A1W2PRQ0;Q9NUQ9-2;Q9H0Q0;Q9NUQ9,FA49B_HUMAN,FAM49B,3,Protein FAM49B,,,,,,,,,,,,
Q9NUU7,F6QDS0;H3BQK0;I3L0H8;I3L352;Q9NUU7-2;Q9UMR2-2;Q9UMR2-3;Q9UMR2-4;Q9NUU7;Q9UMR2,DD19A_HUMAN,DDX19A,7,ATP-dependent RNA helicase DDX19A,,,,,,,163954,110289,183466,,,38961.9
Q9NUY8;Q9NUY8-2,E9PGE5;Q9NUY8-2;Q9NUY8,TBC23-2_HUMAN;TBC23_HUMAN,TBC1D23,2,TBC1 domain family member 23,,,,,,,,,163363,,,
Q9NV06,A0A087WT20;Q9NV06,DCA13_HUMAN,DCAF13,9,DDB1- and CUL4-associated factor 13,127882,144581,113253,265840,,,168679,,120093,,,
Q9NV31,Q9NV31,IMP3_HUMAN,IMP3,2,U3 small nucleolar ribonucleoprotein protein IMP3,406744,452372,,123434,,,209014,322048,225155,,,267785
Q9NV96,Q9NV96-2;Q9NV96-3;Q9NV96,CC50A_HUMAN,TMEM30A,2,Cell cycle control protein 50A,,,,,,,,,,,,
Q9NVA1;Q9NVA1-2,B1AKV2;B1AKV3;B1AKV6;Q9NVA1-2;Q9NVA1-5;Q9NVA1,UQCC1-2_HUMAN;UQCC1_HUMAN,UQCC1,3,Ubiquinol-cytochrome-c reductase complex assembly factor 1,75221.9,,51392.3,,,,,,,,,
Q9NVA2;Q9NVA2-2,A0A087X142;A6NFQ9;A6NMH6;B1AMS2;D6RDU5;D6RER5;D6RGI3;F8W8I8;H0Y961;Q14141-2;Q14141-4;Q92599-2;Q92599-3;Q92599-4;Q9NVA2-2;Q14141;Q92599;Q9NVA2,SEP11-2_HUMAN;SEP11_HUMAN,Sep-11,4,Septin-11,,,,,,,91967.3,66074.9,100064,,,
Q9NVH1;Q9NVH1-3,Q9NVH1-3;Q9NVH1,DJC11-3_HUMAN;DJC11_HUMAN,DNAJC11,4,DnaJ homolog subfamily C member 11,,,,,,,,,,,,
Q9NVI7;Q9NVI7-2,Q9NVI7-2;Q5T9A4;Q9NVI7,ATD3A-2_HUMAN;ATD3A_HUMAN,ATAD3A,13,ATPase family AAA domain-containing protein 3A,229432,246626,209181,,,,187670,195859,194426,,,109947
Q9NVJ2,Q96BM9;Q9NVJ2,ARL8B_HUMAN,ARL8B,3,ADP-ribosylation factor-like protein 8B,,,,,,,490675,,694691,,,
Q9NVP1,Q9NVP1,DDX18_HUMAN,DDX18,13,ATP-dependent RNA helicase DDX18,213388,276306,218334,142587,,,138182,138090,187859,,,213350
Q9NVS2;Q9NVS2-2,Q5QPA5;Q9NVS2-2;Q9NVS2-3;Q9NVS2,RT18A-2_HUMAN;RT18A_HUMAN,MRPS18A,5,"39S ribosomal protein S18a, mitochondrial",459718,468731,560315,,,,325294,406965,404193,,,225669
Q9NVV4;Q9NVV4-2,Q9NVV4-2;Q9NVV4,PAPD1-2_HUMAN;PAPD1_HUMAN,MTPAP,1,"Poly(A) RNA polymerase, mitochondrial",,,,,,,,,32367.5,,,
Q9NVX2,Q9NVX2,NLE1_HUMAN,NLE1,4,Notchless protein homolog 1,57122.6,,,79925.9,,,127930,95406.1,119885,126452,,95855.2
Q9NW13;Q9NW13-2,C9JAA9;C9JE21;Q9NW13-2;Q9NW13,RBM28-2_HUMAN;RBM28_HUMAN,RBM28,7,RNA-binding protein 28,403111,448716,415209,334580,341673,268440,166800,285652,422406,276734,143609,191658
Q9NW15;Q9NW15-2;Q9NW15-5,C9IYD3;C9IZD0;C9J670;C9JA49;C9JPY2;C9JQC9;Q9NW15-2;Q9NW15-5;Q9NW15,ANO10-2_HUMAN;ANO10-5_HUMAN;ANO10_HUMAN,ANO10,1,Anoctamin-10,,,,,,,,,,,,
Q9NW64,Q9NW64-2;Q9NW64,RBM22_HUMAN,RBM22,11,Pre-mRNA-splicing factor RBM22,502085,521675,534610,680674,407361,,147130,190795,171959,,,250261
Q9NWB6,Q9NWB6-2;Q9NWB6-3;Q9NWB6,ARGL1_HUMAN,ARGLU1,7,Arginine and glutamate-rich protein 1,510516,513345,520146,593784,478216,419330,275422,323589,265348,,,130117
Q9NWH9,H7BXE3;H7C3F4;Q9NWH9-3;Q9NWH9,SLTM_HUMAN,SLTM,7,SAFB-like transcription modulator,232625,217515,245098,293264,353885,,71648.6,63187.1,134875,,,
Q9NWS0,M0QYA2;M0R2P8;M0R3A4;Q9NWS0,PIHD1_HUMAN,PIH1D1,1,PIH1 domain-containing protein 1,,,,,,,,,92897,,,
Q9NWS8,A0A087WXU0;A0A2R8Y4J4;A0A2R8Y4P5;A0A2R8YFC3;Q5SZ82;Q9NWS8,RMND1_HUMAN,RMND1,1,Required for meiotic nuclear division protein 1 homolog,,,,,,,,,,,353123,
Q9NWT1,Q9NWT1,PK1IP_HUMAN,PAK1IP1,4,p21-activated protein kinase-interacting protein 1,,,,,,,,,,,,
Q9NWU5,E7ESL0;J3KQY1;Q9NWU5-2;Q9NWU5-3;Q9NWU5,RM22_HUMAN,MRPL22,3,"39S ribosomal protein L22, mitochondrial",723917,700726,833876,702607,465978,,434436,347120,467947,,,217728
Q9NWV8;Q9NWV8-3,J3KQS6;M0QXG9;M0R0I0;M0R193;M0R2A4;M0R2I2;M0R2K3;M0R3F4;Q9NWV8-3;Q9NWV8,BABA1-3_HUMAN;BABA1_HUMAN,BABAM1,1,BRISC and BRCA1-A complex member 1,,,,,,,,,,,,
Q9NX14;Q9NX14-2,Q9NX14-2;Q9NX14,NDUBB-2_HUMAN;NDUBB_HUMAN,NDUFB11,3,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",,132930,,,,,,93478.4,91064.4,,,
Q9NX20,E9PI14;Q9NX20,RM16_HUMAN,MRPL16,7,"39S ribosomal protein L16, mitochondrial",503151,468419,511501,453006,232845,,148989,207019,164134,,,132843
Q9NX24,D6RC52;D6RCB9;J3QSY4;Q9NX24,NHP2_HUMAN,NHP2,4,H/ACA ribonucleoprotein complex subunit 2,1242430,957792,972858,,,,292455,235566,273474,1063300,,319065
Q9NX40,D6R918;D6RA54;D6RBC5;D6RC55;D6RDI5;D6RG39;D6RIT9;Q9NX40-2;Q9NX40-3;Q9NX40-4;Q9NX40,OCAD1_HUMAN,OCIAD1,4,OCIA domain-containing protein 1,148542,153581,119662,145289,,,208924,244435,132369,,,
Q9NX55,J3QT56;Q9NX55-3;Q9NX55,HYPK_HUMAN,HYPK,2,Huntingtin-interacting protein K,,,,,,,,,,,,
Q9NX58,Q9NX58,LYAR_HUMAN,LYAR,3,Cell growth-regulating nucleolar protein,36779.8,,55314.1,,,,109564,140725,108888,,,
Q9NX63,A0A286YEX5;C9JRZ6;F8WAR4;Q9NX63,MIC19_HUMAN,CHCHD3,6,MICOS complex subunit MIC19,297379,272614,190843,243132,223873,,256483,286075,219156,110157,37563.9,100375
Q9NXF1;Q9NXF1-2,Q9NXF1-2;Q9NXF1,TEX10-2_HUMAN;TEX10_HUMAN,TEX10,1,Testis-expressed protein 10,,,,,,,,,,,,
Q9NXH9;Q9NXH9-2,Q9NXH9-2;Q9NXH9,TRM1-2_HUMAN;TRM1_HUMAN,TRMT1,3,tRNA (guanine(26)-N(2))-dimethyltransferase,,,,,,,,,,,,
Q9NY12;Q9NY12-2,Q9NY12-2;Q9NY12,GAR1-2_HUMAN;GAR1_HUMAN,GAR1,8,H/ACA ribonucleoprotein complex subunit 1,5201610,5152560,4704570,1170400,1168690,1442750,805279,801619,795308,696578,530021,936589
Q9NY33;Q9NY33-4,E9PKK8;E9PPK9;E9PQF2;G3V180;G3V1D3;Q9NY33-2;Q9NY33-4;Q9NY33,DPP3-4_HUMAN;DPP3_HUMAN,DPP3,4,Dipeptidyl peptidase 3,,,,,,,177772,218655,69537.6,,,
Q9NY59;Q9NY59-2,H3BS51;Q9NY59-2;Q9NY59,NSMA2-2_HUMAN;NSMA2_HUMAN,SMPD3,2,Sphingomyelin phosphodiesterase 3,,,,,,,,,,,,
Q9NY93;Q9NY93-2,F8WDT8;G3V0G3;H7C3E9;Q9NY93-2;Q9NY93,DDX56-2_HUMAN;DDX56_HUMAN,DDX56,3,Probable ATP-dependent RNA helicase DDX56,,,,,,,,181769,60533.2,288559,,155733
Q9NYF8-3,E9PK91;H0YF14;H0YF63;Q9NYF8-2;Q9NYF8-3;Q9NYF8-4;Q9NYF8,BCLF1-3_HUMAN,BCLAF1,32,"Isoform of Q9NYF8, Isoform 3 of Bcl-2-associated transcription factor 1",14963300,15463800,13804500,16016600,12525800,9727560,5821300,5920400,5069570,4958890,3122930,4035100
Q9NYJ1;Q9NYJ1-2,Q9NYJ1-2;Q9NYJ1,COA4-2_HUMAN;COA4_HUMAN,COA4,1,"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial",73676.6,128835,62825,,,,,62128.8,,,,
Q9NYK5;Q9NYK5-2,C9JG87;Q9NYK5-2;Q9NYK5,RM39-2_HUMAN;RM39_HUMAN,MRPL39,3,"39S ribosomal protein L39, mitochondrial",88495.5,134489,114301,,,,173546,,96185.5,,,
Q9NYL4;Q9NYL4-2,F8VU90;H0YHM7;Q9NYL4-2;Q9NYL4,FKB11-2_HUMAN;FKB11_HUMAN,FKBP11,1,Peptidyl-prolyl cis-trans isomerase FKBP11,,,,,,,,,148210,,,
Q9NYL9,Q9NYL9,TMOD3_HUMAN,TMOD3,6,Tropomodulin-3,66672.1,,,,,,261165,145894,298651,,105662,254304
Q9NYM9,A0A0C4DH16;B8ZZS0;E9PHY4;H7BXT7;Q9NYM9,BET1L_HUMAN,BET1L,1,BET1-like protein,,,,,,,,,,,,
Q9NYU2;Q9NYU2-2,Q9NYU2-2;Q9NYU2,UGGG1-2_HUMAN;UGGG1_HUMAN,UGGT1,14,UDP-glucose:glycoprotein glucosyltransferase 1,152003,100343,112050,,,,155712,82657.5,141646,,,
Q9NYY8;Q9NYY8-2,Q9NYY8-2;Q9NYY8,FAKD2-2_HUMAN;FAKD2_HUMAN,FASTKD2,1,"FAST kinase domain-containing protein 2, mitochondrial",,,,,,,,,,,,
Q9NZ01,M0R2N5;Q9NZ01,TECR_HUMAN,TECR,3,Very-long-chain enoyl-CoA reductase,116736,147524,126734,,,,,,199533,,,112670
Q9NZ08;Q9NZ08-2,Q9NZ08-2;Q9NZ08,ERAP1-2_HUMAN;ERAP1_HUMAN,ERAP1,1,Endoplasmic reticulum aminopeptidase 1,55074.2,,,,,,,,,,,
Q9NZ45,Q9NZ45,CISD1_HUMAN,CISD1,1,CDGSH iron-sulfur domain-containing protein 1,,,,,,,,,,,,
Q9NZ71;Q9NZ71-2;Q9NZ71-4;Q9NZ71-6;Q9NZ71-7;Q9NZ71-8;Q9NZ71-9,D6RA96;Q9NZ71-2;Q9NZ71-4;Q9NZ71-6;Q9NZ71-7;Q9NZ71-8;Q9NZ71-9;F6WH68;Q9NZ71,RTEL1-2_HUMAN;RTEL1-4_HUMAN;RTEL1-6_HUMAN;RTEL1-7_HUMAN;RTEL1-8_HUMAN;RTEL1-9_HUMAN;RTEL1_HUMAN,RTEL1,1,Regulator of telomere elongation helicase 1,,,,,,,,,,,,
Q9NZD2,F5H0U5;Q9NZD2,GLTP_HUMAN,GLTP,1,Glycolipid transfer protein,,,,,,,,,,,,
Q9NZH8;Q9NZH8-2,Q9NZH8-2;Q9NZH8,IL36G-2_HUMAN;IL36G_HUMAN,IL36G,2,Interleukin-36 gamma,53500.1,,74884,,,,,,,,,214705
Q9NZI8,Q9NZI8,IF2B1_HUMAN,IGF2BP1,22,Insulin-like growth factor 2 mRNA-binding protein 1,1250860,1129880,1161600,735109,594769,,1727160,1684350,1588360,1792750,1093050,1415590
Q9NZJ7;Q9NZJ7-2,H7C196;Q9NZJ7-2;Q9NZJ7-3;Q9NZJ7,MTCH1-2_HUMAN;MTCH1_HUMAN,MTCH1,4,Mitochondrial carrier homolog 1,226481,227580,208195,,,,,130191,,,,
Q9NZL4;Q9NZL4-3,K7EL16;K7EMM7;K7EN20;Q9NZL4-2;Q9NZL4-3;Q9NZL4,HPBP1-3_HUMAN;HPBP1_HUMAN,HSPBP1,1,Hsp70-binding protein 1,,,,,,,,,102572,,,
Q9NZL9;Q9NZL9-2;Q9NZL9-4,E5RJR3;Q9NZL9-2;Q9NZL9-3;Q9NZL9-4;Q9NZL9-5;Q9NZL9,MAT2B-2_HUMAN;MAT2B-4_HUMAN;MAT2B_HUMAN,MAT2B,3,Methionine adenosyltransferase 2 subunit beta,113186,82854.2,,,,,330979,370501,379078,,,
Q9NZM5,Q9NZM5,NOP53_HUMAN,NOP53,6,Ribosome biogenesis protein NOP53,366178,380915,465900,,,,,196944,154348,,,
Q9NZN8;Q9NZN8-2;Q9NZN8-4,F8VP97;F8VQF4;F8VRS8;F8VUB4;F8VV52;F8W145;Q9NZN8-2;Q9NZN8-4;Q9NZN8,CNOT2-2_HUMAN;CNOT2-4_HUMAN;CNOT2_HUMAN,CNOT2,1,CCR4-NOT transcription complex subunit 2,,,,,,,,46910.8,,,,
Q9NZT1,Q9NZT1,CALL5_HUMAN,CALML5,6,Calmodulin-like protein 5,459611,,956667,,322765,,638593,206575,1232980,430636,227106,
Q9NZW5,B8ZZG1;C9J4Q3;C9JGI8;Q9NZW5,MPP6_HUMAN,MPP6,8,MAGUK p55 subfamily member 6,,,100353,,,,181658,,130307,,,
Q9P003,A6NLH6;Q9P003,CNIH4_HUMAN,CNIH4,1,Protein cornichon homolog 4,,,,,,,,,,,,
Q9P013,Q9P013,CWC15_HUMAN,CWC15,6,Spliceosome-associated protein CWC15 homolog,225108,158714,270247,390618,258778,,,161975,57944.6,48236.5,,
Q9P015,E5RHF4;E5RIZ4;Q9P015,RM15_HUMAN,MRPL15,1,"39S ribosomal protein L15, mitochondrial",,,,,,,,,,,,
Q9P021,Q9P021,CRIPT_HUMAN,CRIPT,1,Cysteine-rich PDZ-binding protein,119370,,125892,,,,,,,,,
Q9P031,F8VNY5;Q9P031,TAP26_HUMAN,CCDC59,1,Thyroid transcription factor 1-associated protein 26,415070,429792,372480,,,,3156710,,,,,
Q9P035,H3BPZ1;H3BS72;Q9P035,HACD3_HUMAN,HACD3,4,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,240871,519377,451364,,,,240422,313555,258366,,,
Q9P0G3,A0A1R3UHJ7;Q9P0G3,KLK14_HUMAN,KLK14,6,Kallikrein-14,,,,,,,,,,,,
Q9P0I2;Q9P0I2-2,C9JLM9;Q9P0I2-2;Q9P0I2,EMC3-2_HUMAN;EMC3_HUMAN,EMC3,3,ER membrane protein complex subunit 3,,,,,,,,,,,,
Q9P0J0;Q9P0J0-2,B4DEZ3;K7EJE1;Q9P0J0-2;U3KQP3;E7ENQ6;Q9P0J0,NDUAD-2_HUMAN;NDUAD_HUMAN,NDUFA13,4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,146152,,132421,,,,140115,,160229,,,
Q9P0L0,Q9P0L0-2;Q9P0L0,VAPA_HUMAN,VAPA,6,Vesicle-associated membrane protein-associated protein A,255973,203712,150023,,,,153764,181162,161275,,,
Q9P0M6,Q5SQT3;Q9P0M6,H2AW_HUMAN,H2AFY2,3,Core histone macro-H2A.2,,,,,,,,,,,,
Q9P0M9,D6RAN8;H7C5U8;Q9P0M9,RM27_HUMAN,MRPL27,1,"39S ribosomal protein L27, mitochondrial",151326,139923,139066,238737,100258,,115392,163104,84567.4,,,45770
Q9P0V3;Q9P0V3-2,Q9P0V3-2;Q9P0V3,SH3B4-2_HUMAN;SH3B4_HUMAN,SH3BP4,1,SH3 domain-binding protein 4,,,,,,,,,,,,
Q9P0V9;Q9P0V9-2;Q9P0V9-3,B5ME97;E7EW69;E7EX04;F5GYV2;F5H1F2;Q9P0V9-2;Q9P0V9-3;Q9P0V9,SEP10-2_HUMAN;SEP10-3_HUMAN;SEP10_HUMAN,Sep-10,1,Septin-10,57075,,,,,,99314.4,,93558.4,,,
Q9P0Z9,K7EJU8;K7EK30;Q9P0Z9,SOX_HUMAN,PIPOX,2,Peroxisomal sarcosine oxidase,124976,,,,,,,,,,,
Q9P1Y6;Q9P1Y6-2;Q9P1Y6-3,A0A0J9YWD5;A0A0J9YX88;A0A0J9YYB5;B7ZM65;E9PJ24;F8WEF5;Q9P1Y6-2;Q9P1Y6-3;Q9P1Y6,PHRF1-2_HUMAN;PHRF1-3_HUMAN;PHRF1_HUMAN,PHRF1,1,PHD and RING finger domain-containing protein 1,,,,,,,,,120440,,,
Q9P258,Q9P258,RCC2_HUMAN,RCC2,17,Protein RCC2,253510,287865,230073,,,,1070880,1163350,1027490,279855,365613,430426
Q9P287,Q9P287,BCCIP_HUMAN,BCCIP,2,BRCA2 and CDKN1A-interacting protein,,,,,,,,,,,,
Q9P289,B4E0Y9;Q8NBY1;Q9P289-2;Q9P289-3;Q9P289,STK26_HUMAN,STK26,4,Serine/threonine-protein kinase 26,,,,,,,86492.5,26938.3,88149.7,,,
Q9P291,Q9P291,ARMX1_HUMAN,ARMCX1,3,Armadillo repeat-containing X-linked protein 1,,,,,,,,,,,,
Q9P2D1,A0A1B0GTU9;A0A2R8Y840;H0YJG4;H3BTW3;O14646-2;O14647-2;Q3L8U1-2;Q3L8U1-3;Q9HCK8-2;O14646;O14647;Q3L8U1;Q8TD26;Q9HCK8;Q9P2D1,CHD7_HUMAN,CHD7,2,Chromodomain-helicase-DNA-binding protein 7,,,,,,,,,,,,
Q9P2E9,A0A087WU26;A0A087WVV2;F8W7S5;Q9P2E9-3;Q9P2E9,RRBP1_HUMAN,RRBP1,31,Ribosome-binding protein 1,262757,257574,270117,129812,,,303382,342360,282866,,,67706.4
Q9P2I0,Q9P2I0,CPSF2_HUMAN,CPSF2,6,Cleavage and polyadenylation specificity factor subunit 2,220681,222726,204908,,,,,,,,,
Q9P2J5,Q9P2J5-2;Q9P2J5,SYLC_HUMAN,LARS,16,"Leucine--tRNA ligase, cytoplasmic",316265,373684,334301,,,,503845,516246,520449,,,271950
Q9P2K5,A0A087WUT0;A0A0A0MQW0;A0A0A0MR39;Q9P2K5-2;Q9P2K5,MYEF2_HUMAN,MYEF2,5,Myelin expression factor 2,197475,159338,,,108557,,,,95304.8,,,
